The Commonwealth of Massachusetts,,,,,,,,,,,,,,,,,,,
Executive Office of Health and Human Services,,,,,,,,,,,,,,,,,,,
Department of Public Health,,,,,,,,,,,,,,,,,,,
Division of Health Care Facility Licensure and Certification,,,,,,,,,,,,,,,,,,,
"67 Forest Street, Marlborough, MA 01752",,,,,,,,,,,,,,,,,,,
617-753-8000,,,,,,,,,,,,,,,,,,,
"November 14, 2023",,,,,,,,,,,,,,,,,,,
Massachusetts Licensed Clinics and Services Provided,,,,,,,,,,,,,,,,,,,
"^Facility licensed under a parent facility, call DPH at 617-753-8000 for more information on services provided",,,,,,,,,,,,,,,,,,,
~This clinic is in a non-licensed category and additional information is not provided by DPH.,,,,,,,,,,,,,,,,,,,
* Further information on the services provided by these facilities is forthcoming and will be updated regularly.,,,,,Services Provided,,,,,,,,,,,,,,
Clinic Name,Street,City/Town,Zip Code,Telephone,Lithotripsy,Physical Rehab,Surgical,Alcohol/      Substance Use Disorder,Mental Health,Dental ,Medical,Mobile Medical,Pharmacy,Birth Ctr,Mobile Medical MRI,Mobile Medical Lithotripsy,Radiation,Radiology (MRI),Limited Service
NORTHSTAR LEARNING CTRS MH OUTRCH P,53 LINDEN STREET,NEW BEDFORD,02740,(508)984-3384,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NOTHEAST HEALTH SERVICES - FRAMINGHAM^,"600 WORCESTER ROAD, SUITE 201",FRAMINGHAM,01702,(508)586-2600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NOVA AESTHETIC CENTER,"83 CAMBRIDGE STREET, SUITE 3E",BURLINGTON,01803,(781)265-4501,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
NU SPEECH-LANGUAGE & HEARING CENTER,"503 BEHRAKIS HLTH SC CTR,30 LEON ST",BOSTON,02115,(617)373-2492,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
NULIFE  BEHAVORIAL  HEALTH,359 MAIN STREET,WORCESTER,01608,(508)203-6770,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
"NULIFE RECOVERY SERVICES, INC.",126 WORCESTER ROAD,FRAMINGHAM,01702,(508)203-6770,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
OASIS PSYCHIATRIC DAY PROGRAM^,"1504 PROVIDENCE HIGHWAY, STE 23",NORWOOD,02062,(781)980-7600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OLD COLONY Y COMPREHENSIVE COUNSELING^,104 TORREY STREET,BROCKTON,02301,(508)427-4383,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OSIRIS FAMILY INSTITUTE LLC,184 DUDLEY STREET STE 107 ROXBURY,BOSTON,02119,(617)442-2002,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
OUTER CAPE HEALTH SERVICES INC,"710 MAIN STREET, 1ST FLOOR",HARWICH PORT,02646,(508)487-9395,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
"OUTER CAPE HEALTH SERVICES, INC.","49 HARRY KEMP WAY, BOX 613",PROVINCETOWN,02657,(508)487-9395,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No
OUTER CAPE HEALTH SERVICS,"3130 STATE HGHWY ROUTE 6, BOX 1430",WELLFLEET,02667,(508)487-9395,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
OUTPATIENT REHAB CLINIC AT BROOKSBY,302 BROOKSBY VILLAGE DRIVE,PEABODY,01960,(978)536-2150,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
OXFORD INTENSIVE OUTPT RECOVERY PGM,173 OXFORD STREET,LYNN,01901,(781)268-1133,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
PATRIOT BEHAVIORAL HEALTH,1261 FURNACE BROOK PARKWAY,QUINCY,02169,(781)762-1419,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
PEABODY FAMILY HEALTH CENTER,89 FOSTER STREET SUITE 1 & 4,PEABODY,01960,(978)532-4903,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
PEABODY IMAGING,ONE ORTHOPEDICS DRIVE,PEABODY,01960,(978)818-6272,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
PEABODY VETERANS MEM HS STUDENT HC,"485 LOWELL STREET, ROOM B110",PEABODY,01960,(978)744-8388,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
PEPPERELL FAMILY PRACTICE,68 MAIN STREET,PEPPERELL,01463,(978)577-2114,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
PET/CT SERVCS BY TUFTS MC & SHIELDS,800 WASHINGTON STREET,BOSTON,02111,(617)376-7419,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
PLANNED PARENTHOOD LEAG MA CNT MA C,470 PLEASANT STREET,WORCESTER,01609,(508)854-3300,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No
PLANNED PARENTHOOD LEAG MA MARLBORO,91 MAIN STREET SUITE 103,MARLBOROUGH,01752,(617)616-1600,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
PLANNED PARENTHOOD LEAG MA W MA CTR,3550 MAIN STREET,SPRINGFIELD,01107,(413)732-1620,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No
PLANNED PARENTHOOD LEAG MA-MILFORD,208 MAIN STREET,MILFORD,01757,(617)616-1600,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
PLANNED PRNTHD/PRETRM HLTH SRV-GT B,1055 COMMONWEALTH AVENUE,BOSTON,02215,(617)616-1660,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No
PLYMOUTH CENTER FOR BEHAVIORAL HLTH,81 SAMOSET STREET,PLYMOUTH,02360,(508)678-9095,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
PLYMOUTH FAMILY PLANNING,123-1 CAMELOT DRIVE,PLYMOUTH,02360,(508)746-8353,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
PLYMOUTH MENTAL HEALTH CLINIC^,"61 INDUSTRIAL PARK ROAD, 2ND FL",PLYMOUTH,02360,(598)996-8752,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PM PEDIATRICS AT BRAINTREE,97 PEARL STREET,BRAINTREE,02184,(781)848-5437,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
PM PEDIATRICS AT DEDHAM,719 PROVIDENCE HIGHWAY,DEDHAM,02026,(516)869-0650,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
PM PEDIATRICS AT WOBURN,99 COMMERCE WAY,WOBURN,01801,(781)461-6767,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
PONCE DE LEON MED SPA,"271 MAIN STREET, SUITE L02",STONEHAM,02180,(781)778-3313,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
PREFERRED BEHAVIORAL HEALTH,"125 LIBERTY STREET, SUITE 202",SPRINGFIELD,01103,(413)391-7815,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
PRIORITY PROFESSIONAL CARE,51 NEPONSET AVE,BOSTON,02122,(857)598-4774,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
PROFESSIONAL MEN'S HEALTH^,649 OAK STREET,EAST  BRIDGEWATER,02337,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PROFESSIONAL PT AND SPORTS MEDICINE,620 OLD WEST CENTRAL STREET,FRANKLIN,02038,(508)528-6100,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
PROMISES PATH - WORCESTER,1329 MAIN STREET,WORCESTER,01603,(508)834-8599,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
"QUINCY ASIAN RESOURCES, INC.",275 HANCOCK STREET,QUINCY,02171,(617)472-2200,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
RADIATION THERAPY SRV @ C M CAN CTR,55 SAYLES STREET FIRST FLOOR,SOUTHBRIDGE,01550,(508)765-6830,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
RANDOLPH BEHAVIORAL HEALTH SERVICES,"21 MAZZEO DRIVE, SUITE 102",RANDOLPH,02368,(781)840-7772,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
RAYUS RADIOLOGY,187 BILLERICA ROAD,CHELMSFORD,01824,(978)250-1866,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
RAYUS RADIOLOGY,200 PROVIDENCE HIGHWAY SUITE 210,DEDHAM,02026,(781)329-0600,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
RAYUS RADIOLOGY,"3640 MAIN STREET, SUITE 101",SPRINGFIELD,01107,(413)781-9000,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No
RAYUS RADIOLOGY,800 WEST CUMMINGS PARK SUITE 1150,WOBURN,01801,(781)932-8650,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
RAYUS RADIOLOGY,ONE PARK WAY,HAVERHILL,01830,(781)329-0600,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
REFUGEE & IMMIGRANT ASSISTANCE CENT,253 ROXBURY STREET,BOSTON,02119,(617)238-2430,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
REGENCY FAMILY HEALTH CLINIC,"ONE EXCHANGE PLACE, THIRD FLOOR",WORCESTER,01608,(508)929-1600,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
REGIS COLLEGE DENTAL CENTER,"1432 MAIN STREET, SUITE 120",WALTHAM,02451,(781)768-7250,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
"RENEWAL INTEGRATIVE PSYCHOTHERAPIES, LLC^","90 MADISON STREET, UNIT 502",WORCESTER,01608,(508)981-3301,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENFREW CENTER OF MASS LLC THE,870R COMMONWEALTH AVENUE,BOSTON,02215,(617)278-6380,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
RESILIENCE BEHAVIORAL HEALTH*,"1600 PROVIDENCE HIGHWAY, SUITE 100",WALPOLE,02081,(781)307-2962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
REUNITED INC.,1354 HANCOCK STREET,QUINCY,02169,(877)786-4830,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
REVERE COUNSELING CENTER,265 BEACH STREET,REVERE,02151,(781)889-4860,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
REVIVE MED SPA,"176 E. MAIN STREET, STE 4",WESTBOROUGH,01581,(617)755-2002,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
RICHARD & SUSAN SMITH FAM FDN DEN C,22 HILLSIDE AVENUE,GROTON,01450,(978)448-3388,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
RIVER VALLEY COUNSELING CENTER,152 CENTER STREET,CHICOPEE,01013,(413)413-1234,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
RIVER VALLEY COUNSELING CENTER,249 EXCHANGE STREET,CHICOPEE,01013,(413)540-1234,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
RIVER VALLEY COUNSELING CENTER,303 BEECH STREET,HOLYOKE,01040,(413)540-1234,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
RIVER VALLEY COUNSELING CENTER INC,"10 CENTER ST,401,402,404405,406,408",CHICOPEE,01013,(413)540-1100,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
RIVER VALLEY COUNSELING CENTER INC,"120 MAPLE STREET, STE 301,304 & 402",SPRINGFIELD,01104,(413)737-2437,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
RIVER VALLEY COUNSELING CENTER INC,"2 MECHANICS STREET, UNIT A, C1-6",EASTHAMPTON,01027,(413)540-1234,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
"RIVER VALLEY COUNSELING CENTER, INC","94 NORTH ELM STREET, SUITE 206",WESTFIELD,01085,(413)540-1100,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
"RIVER VALLEY COUNSELING CENTER, INC^",4 LIBERTY STREET,EASTHAMPTON,01027,(413)540-1100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RIVER VALLEY COUNSELING CTR TEEN CL,500 BEECH STREET,HOLYOKE,01040,(413)540-1234,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
RIVERFRONT COUNSELING CENTER^,76 SUMMER STREET SUITE 139,FITCHBURG,01420,(978)275-9444,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RIVERSIDE OUTPATIENT @ LYNNFIELD,"6 KIMBALL LANE, 3RD FLOOR",LYNNFIELD,01940,(781)769-8670,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
RIVERSIDE OUTPATIENT CENTER AT CAMBRIDGE^,23 MELLEN STREET,CAMBRIDGE,02139,(781)320-5343,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RIVERSIDE OUTPATIENT CENTER MILFORD,176 WEST STREET,MILFORD,01757,(508)478-0820,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
RIVERSIDE OUTPATIENT CTR @ NEWTON,64 ELDREDGE STREET,NEWTON,02158,(617)769-8670,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
RIVERSIDE OUTPATIENT CTR @ NORWOOD,190 LENOX STREET,NORWOOD,02062,(781)769-8670,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
ROCKLAND RECOVERY BEHAVIORAL HEALTHCARE,374 OLD POST ROAD,SHARON,02067,(781)267-1008,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
ROXBURY MULTI-SERVICE CENTER INC,321 BLUE HILL AVENUE,BOSTON,02121,(617)427-4470,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
SAINT VINCENT'S SERVICES,2425 HIGHLAND AVENUE,FALL RIVER,02720,(508)679-8511,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
SALEM CLINIC,35 CONGRESS ST SHETLAND PK BLD2 215,SALEM,01970,(978)745-2440,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
SALEM FAMILY HEALTH CENTER,47 CONGRESS STREET,SALEM,01970,(978)744-8388,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
SAME DAY SURGICLINIC,272 STANLEY STREET,FALL RIVER,02720,(508)672-2290,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No
SELECT PHYSICAL THERAPY,"1 AUSTON ROAD, SUITE A",EAST HARWICH,02645,(508)432-5760,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
SELECT PHYSICAL THERAPY,"2377 BOSTON ROAD, FIRST FLOOR",WILBRAHAM,01095,(413)788-6195,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
SELECT PHYSICAL THERAPY,3119 CRANBERRY HIGHWAY SUITE 2,WAREHAM,02571,(508)759-5411,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
SELECT PHYSICAL THERAPY,3550 MAIN ST STE 102,SPRINGFIELD,01199,(413)788-6195,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
SELECT PHYSICAL THERAPY,485 ROUTE 134,SOUTH DENNIS,02660,(978)369-9996,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
SELECT PHYSICAL THERAPY,"525 BEDFORD STREET, SUITE 5 & 6",BRIDGEWATER,02324,(508)788-6195,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
SELECT PHYSICAL THERAPY,60 NORTH WESTFIELD STREET,FEEDING HILLS,01030,(413)788-6195,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
SELECT PHYSICAL THERAPY,860 ROUTE 134-SUITE #5-6,SOUTH DENNIS,02660,(508)432-5829,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
SELECT PHYSICAL THERAPY,9 POND LANE STE 2B&2F DAMONMILL SQ,CONCORD,01742,(978)788-6195,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
SELECT PHYSICAL THERAPY,9 WEST ROAD,ORLEANS,02653,(978)369-9996,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
SELECT PHYSICAL THERAPY^,3550 MAIN ST-SUITE 203,SPRINGFIELD,01199,(413)788-6195,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SERVICENET CHICOPEE OUTPT CLINIC,98 LOWER WESTFIELD RD 2ND FLOOR,HOLYOKE,01040,(413)592-5414,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
SERVICENET OUTPATIENT CLINIC,400 AMITY STREET,AMHERST,01002,(413)584-6855,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
SERVICENET OUTPATIENT CLINIC,50 PLEASANT STREET,NORTHAMPTON,01060,(413)584-6855,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
SERVICENET OUTPATIENT CLINIC,55 FEDERAL STREET,GREENFIELD,01301,(413)772-2935,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
SERVICENET PITTSFIELD OUTP BEHA HLT,139-141 NORTH STREET 2ND FLOOR,PITTSFIELD,01201,(413)442-4003,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
"SERVICENET, INC. PREP^",1232-1236 MAIN STREET,HOLYOKE,01040,(413)516-0060,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SEVEN HILLS BEHAVIORAL HEALTH,135 GOLD STAR BOULEVARD,WORCESTER,01606,(508)849-5600,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
SEVEN HILLS BEHAVIORAL HEALTH - MILFORD,"219 EAST MAIN STREET, SUITE 102",MILFORD,01757,(508)488-2067,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
SEVEN HILLS BEHAVIORAL HEALTH - NEW BEDFORD,589 SOUTH FIRST ST 1ST FL,NEW BEDFORD,02740,(508)999-2321,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
SEVEN HILLS BEHAVIORAL HEALTH - SOUTHBRIDGE,328 MAIN STREET,SOUTHBRIDGE,01550,(413)765-9101,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
SEVEN SISTERS MIDWIFERY AND FREESTANDING BIRTH CENTER,74 MAPLE STREET,FLORENCE,01062,(413)000-0000,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
SHARON STREET CLINIC^,52 SHARON STREET,MALDEN,02148,(781)397-2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SHIELD MRI @UMASS MEM-SHREWSBURY ST,214 SHREWSBURY STREET,WORCESTER,01604,(800)258-5380,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No
SHIELDS FALL RIVER-N BEDFRD RGN MRI,313 FAUNCE CORNER ROAD,NORTH DARTMOUTH,02747,(508)998-3101,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
SHIELDS IMAGING ANNA JAQUES HOSP,25 HIGHLAND AVENUE,NEWBURYPORT,01950,(617)376-7427,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
SHIELDS IMAGING AT ANNA JAQUES HOSP,25 HIGHLAND AVENUE,NEWBURYPORT,01950,(978)463-1295,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"SHIELDS IMAGING AT HEYWOOD HEALTHCARE, LLC (MOBILE UNIT)^","2033 MAIN STREET, SUITE 101",ATHOL,01331,(866)258-4738,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SHIELDS IMAGING DEDHAM,40 ALLIED DRIVE,DEDHAM,02026,(781)329-3201,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No
SHIELDS IMAGING OF EASTERN MASS LLC,55 FOGG ROAD,WEYMOUTH,02190,(866)258-4738,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
SHIELDS IMAGING OF LOWELL GEN HOSPI,10 RESEARCH PLACE SUITE 106B,CHELMSFORD,01863,(978)258-4674,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
SHIELDS IMAGING OF LOWELL GENL HOSP,295 VARNM AVENUE,LOWELL,01854,(978)937-6295,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
SHIELDS IMAGING OF LOWELL GENRL HSP,1 HOSPITAL DRIVE 1ST FLOOR,LOWELL,01852,(978)934-8530,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
SHIELDS MRI & IMAGING CTR-CAPE COD,2 IYANNOUGH ROAD,WEST YARMOUTH,02673,(508)778-8555,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
SHIELDS MRI @UMASS MEM-MEMORIAL CMP,119 BELMONT STREET,WORCESTER,01604,(508)334-8698,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
SHIELDS MRI @UMASS MEM-UNIVERSTY CM,55 LAKE AVE NORTH SUITE H1-713-B,WORCESTER,01604,(508)754-6026,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
SHIELDS MRI AT BAYSTATE WING HOSPITAL^,40 WRIGHT STREET,PALMER,01069,(413)772-8753,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SHIELDS MRI AT HEYWOOD HEALTHCARE^,"242 GREEN STREET, SUITE 1",GARDNER,01440,(866)998-2464,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SHIELDS MRI AT ST. LUKES'S,"361 ALLEN STREET, 1 FIRST FLOOR",NEW BEDFORD,02740,(508)997-5100,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
SHIELDS MRI BOSTON,161 GRANITE AVENUE,BOSTON,02124,(617)559-7616,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
SHIELDS MRI BRIGHTON,385 WESTERN AVENUE,BRIGHTON,02135,(617)621-2955,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
SHIELDS MRI OF BOCKTON,265 WESTGATE DRIVE,BROCKTON,02301,(508)580-6482,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
SHIELDS MRI OF FRAMINGHAM,14 COCHITUATE ROAD,FRAMINGHAM,01701,(508)872-7277,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
SHIELDS MRI WEYMOUTH,26 ROCKWAY AVENUE,WEYMOUTH,02188,(781)340-0154,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
SHIELDS PET/CT AT COOLEY DICKINSON,30 LOCUST STREET,NORTHAMPTON,01061,(617)376-7427,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
SHIELDS PET-CT @ BERKSHIRE MC LLC,165 TOR COURT,PITTSFIELD,01201,(866)258-4738,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
"SHIELDS PET-CT AT EMERSON HOSPITAL, LLC*","54 BAKER AVENUE EXT, SUITE 104",CONCORD,01742,(978)287-8510,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SHIELDS SIGNATURE IMAGING LLC,680 CENTER STREET,BROCKTON,02302,(617)376-7415,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
SHIELDS-STURDY PET-CT LLC,211 PARK STREET,ATTLEBORO,02703,(617)376-7415,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
SHRINERS CHILDREN'S NEW ENGLAND,516 CAREW STREET,SPRINGFIELD,01104,(413)787-2000,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No
SIDNEY BORUM JR.HLTH CTR OF FENWAY,75 KNEELAND STREET,BOSTON,02115,(617)264-3500,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
SKIN ESTEEM LLC,"431 COUNTRY CLUB WAY, FIRST FLOOR",KINGSTON,02364,(781)422-1509,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
SMOC BEHAVORIAL HEALTH SERVICES,230 MAPLE STREET,MARLBOROUGH,01752,(508)480-0092,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
SMOC BEHAVORIAL HEALTH SERVICES,"7 BISHOP STREET, BUILDING 29",FRAMINGHAM,01702,(508)879-2250,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
SOUTH COVE COMMUNITY HEALTH CENTER,"145 SOUTH STREET, GARDEN LEVEL, 1FL",BOSTON,02111,(617)482-7555,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
SOUTH COVE COMMUNITY HEALTH CENTER,435 HANCOCK STREET,QUINCY,02170,(617)111-1111,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
SOUTH COVE COMMUNITY HEALTH CENTER,"88 HOLMES STREET, 1ST, 2ND & 3RD FL",QUINCY,02171,(617)318-3200,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
SOUTH COVE COMMUNITY HEALTH CENTER,885 WASHINGTON STREET,BOSTON,02111,(617)521-6700,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
SOUTH COVE COMMUNITY HLTH CT MALDEN,277 COMMERCIAL STREET,MALDEN,02148,(781)912-2500,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
SOUTH GARDNER COMMUNITY HEALTH CENTER & URGENT CARE CENTER,529 TIMPANY BOULEVARD,GARDNER,01440,(978)878-8100,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
SOUTH HIGH HLTH CENTER SATELLITE,170 APRICOT STREET,WORCESTER,01610,(413)860-7700,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
SOUTH SHORE BEHAVIORAL HEALTH CLINI,"200 CORDWAINER DRIVE, SUITE 200",NORWELL,02061,(781)878-8340,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
SOUTH SHORE BEHAVIORAL HEALTH CLN,109 RHODE ISLAND ROAD,LAKEVILLE,02347,(781)878-8340,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
SOVNER CENTER,125 LIBERTY STREET 2ND FL,DANVERS,01923,(978)750-6828,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
SPECTRUM HEALTH SYSTEMS INC,100 PLAISTOW ROAD,HAVERHILL,01832,(978)373-4985,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
SPECTRUM HEALTH SYSTEMS INC,105 MERRICK STREET,WORCESTER,01609,(508)797-6100,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
SPECTRUM HEALTH SYSTEMS INC,176 MAIN STREET,SOUTHBRIDGE,01550,(413)765-5940,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
